titulos,enlaces,precios,habitaciones,baños,metros_cuadrados,ciudades,region
"Apartamento en Venta en Gran granada, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-gran-granada-bogota/192576241,320000000,3,2,62.4,bogotá,Orinoquía
"Apartamento en Venta en Mirandela, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-mirandela-bogota/192520494,349000000,3,2,76,bogotá,Orinoquía
"Local en Venta en Avenida Santander, Manizales",https://www.fincaraiz.com.co/local-en-venta-en-avenida-santander-manizales/192477551,750000000,0,2,120,manizales,Andina
"Apartaestudio en venta en La pradera, Dosquebradas",https://www.fincaraiz.com.co/apartaestudio-en-venta-en-la-pradera-dosquebradas/10528190,145000000,1,1,27.15,dosquebradas,desconocido
"Apartamento en Venta en Mazuren, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-mazuren-bogota/192523222,720000000,3,2,90,bogotá,Orinoquía
"Apartamento en Venta en Santa Paula, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-santa-paula-bogota/192493381,360000000,1,1,50,bogotá,Orinoquía
"Casa Campestre en  Venta en El rodeo, Dosquebradas",https://www.fincaraiz.com.co/casa-campestre-en-venta-en-el-rodeo-dosquebradas/191718082,1250000000,4,5,246,dosquebradas,desconocido
"Apartamento en Venta en Paraiso, Barranquilla",https://www.fincaraiz.com.co/apartamento-en-venta-en-paraiso-barranquilla/192470524,450000000,2,2,107,barranquilla,Caribe
"Casa en Venta en Palermo, Manizales",https://www.fincaraiz.com.co/casa-en-venta-en-palermo-manizales/192500038,1600000000,4,3,238,manizales,Andina
"Apartamento en Venta en Altos del prado, Barranquilla",https://www.fincaraiz.com.co/apartamento-en-venta-en-altos-del-prado-barranquilla/192571104,650000000,3,4,150,barranquilla,Caribe
"Apartamento en Venta en Gran granada, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-gran-granada-bogota/192285858,250000000,3,2,64,bogotá,Orinoquía
"Apartaestudio en venta en La pradera, Dosquebradas",https://www.fincaraiz.com.co/apartaestudio-en-venta-en-la-pradera-dosquebradas/10405591,130000000,1,1,26.75,dosquebradas,desconocido
"Apartamento en Venta en Portal de Genovés, Barranquilla",https://www.fincaraiz.com.co/apartamento-en-venta-en-portal-de-genoves-barranquilla/192557735,820000000,3,4,133,barranquilla,Caribe
"Casa Campestre en venta en Cerritos, Pereira",https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/10913529,3200000000,6,7,757,pereira,Andina
"Consultorio en Venta en Ilarco, Bogotá",https://www.fincaraiz.com.co/consultorio-en-venta-en-ilarco-bogota/192514767,380000000,0,1,54,bogotá,Orinoquía
Casa en Venta en Chía,https://www.fincaraiz.com.co/casa-en-venta-en-chia/192373894,820000000,3,4,200,chía,desconocido
Apartamento en Venta en Cajicá,https://www.fincaraiz.com.co/apartamento-en-venta-en-cajica/192451568,297000000,2,2,56,cajicá,desconocido
"Apartamento en Venta en Condina, Pereira",https://www.fincaraiz.com.co/apartamento-en-venta-en-condina-pereira/192534881,225000000,3,2,47,pereira,Andina
"Apartamento en  Venta en La castellana, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-la-castellana-bogota/191874086,480000000,3,2,82,bogotá,Orinoquía
"Casa en  Venta en Centro, Pereira",https://www.fincaraiz.com.co/casa-en-venta-en-centro-pereira/192230159,600000000,6,3,178,pereira,Andina
"Casa en Venta en Altos del poblado, Envigado",https://www.fincaraiz.com.co/casa-en-venta-en-altos-del-poblado-envigado/192429711,2570000000,4,5,384,envigado,desconocido
"Local en venta en Sector lago uribe, Pereira",https://www.fincaraiz.com.co/local-en-venta-en-sector-lago-uribe-pereira/10153006,1500000000,0,2,354,pereira,Andina
"Apartamento en Venta en Los rosales, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-los-rosales-bogota/192488206,890000000,2,3,147,bogotá,Orinoquía
"Apartaestudio en venta en La macarena, Bogotá",https://www.fincaraiz.com.co/apartaestudio-en-venta-en-la-macarena-bogota/10200329,360000000,1,1,39.47,bogotá,Orinoquía
"Apartamento en Venta en Usaquen, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-usaquen-bogota/192533410,670000000,4,4,207,bogotá,Orinoquía
"Apartamento en  Venta en Lindaraja, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-lindaraja-bogota/191692805,1261000000,3,4,171.24,bogotá,Orinoquía
"Lote en Venta en Laureles, Medellín",https://www.fincaraiz.com.co/lote-en-venta-en-laureles-medellin/192442109,2500000000,0,0,336,medellín,Andina
"Apartamento en Venta en El tejar, Bucaramanga",https://www.fincaraiz.com.co/apartamento-en-venta-en-el-tejar-bucaramanga/192506745,585000000,3,2,101,bucaramanga,Andina
"Apartamento en venta en Fontibon, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-fontibon-bogota/7942318,345000000,2,2,58,bogotá,Orinoquía
"Apartamento en  Venta en Cartagena de indias, Cartagena",https://www.fincaraiz.com.co/apartamento-en-venta-en-cartagena-de-indias-cartagena/191760391,350000000,2,2,58,cartagena,Caribe
"Apartamento en Venta en Laureles, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-laureles-medellin/192576251,1150000000,4,4,121,medellín,Andina
"Apartamento en Venta en San Antonio de Prado, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-san-antonio-de-prado-medellin/192487523,212000000,2,1,54,medellín,Andina
"Apartamento en Venta en Cañaveral, Floridablanca",https://www.fincaraiz.com.co/apartamento-en-venta-en-cañaveral-floridablanca/192580222,400000000,2,2,86,floridablanca,desconocido
"Apartamento en  Venta en Barrios Unidos, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-barrios-unidos-bogota/192224834,780000000,3,2,74.23,bogotá,Orinoquía
"Casa en  Venta en Tibabuyes, Bogotá",https://www.fincaraiz.com.co/casa-en-venta-en-tibabuyes-bogota/191704721,218000000,4,2,74,bogotá,Orinoquía
"Casa en  Venta en Lago Timiza, Bogotá",https://www.fincaraiz.com.co/casa-en-venta-en-lago-timiza-bogota/191695920,325000000,2,1,86,bogotá,Orinoquía
Lote en Venta en San francisco,https://www.fincaraiz.com.co/lote-en-venta-en-san-francisco/192300269,1500000000,2,2,35650,san francisco,desconocido
"Apartamento en Venta en Verganzo, Tocancipá",https://www.fincaraiz.com.co/apartamento-en-venta-en-verganzo-tocancipa/192487838,150000000,3,2,54,tocancipá,desconocido
"Casa Campestre en Venta en Sotileza, Bogotá",https://www.fincaraiz.com.co/casa-campestre-en-venta-en-sotileza-bogota/192414559,1560000000,4,5,400,bogotá,Orinoquía
"Apartamento en Venta en Alhambra, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-alhambra-bogota/192572784,480000000,2,2,82,bogotá,Orinoquía
"Lote en venta en Los guaduales, Dosquebradas",https://www.fincaraiz.com.co/lote-en-venta-en-los-guaduales-dosquebradas/10110811,2500000000,0,0,6800,dosquebradas,desconocido
"Casa en venta en Hacienda Fontanar, Chía",https://www.fincaraiz.com.co/casa-en-venta-en-hacienda-fontanar-chia/10089699,2100000000,3,5,258,chía,desconocido
"Local en  Venta en Santa monica, Dosquebradas",https://www.fincaraiz.com.co/local-en-venta-en-santa-monica-dosquebradas/191801167,330000000,0,1,40,dosquebradas,desconocido
"Casa Campestre en Venta en Cerritos, Pereira",https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/192554620,2130000000,4,3,436,pereira,Andina
"Casa en  Venta en Las palmas, Envigado",https://www.fincaraiz.com.co/casa-en-venta-en-las-palmas-envigado/192118059,3300000000,5,7,360,envigado,desconocido
"Apartamento en Venta en Ciudad alsacia, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-ciudad-alsacia-bogota/192368636,630000000,3,2,96,bogotá,Orinoquía
"Apartamento en Venta en Santa barbara occidental, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-santa-barbara-occidental-bogota/192528546,530000000,1,2,62,bogotá,Orinoquía
"Casa en  Venta en Modelia, Bogotá",https://www.fincaraiz.com.co/casa-en-venta-en-modelia-bogota/192099644,850000000,3,4,345,bogotá,Orinoquía
"Apartamento en  Venta en Fredonia, Chía",https://www.fincaraiz.com.co/apartamento-en-venta-en-fredonia-chia/192114910,295000000,2,2,50,chía,desconocido
Casa en  Venta en Cali,https://www.fincaraiz.com.co/casa-en-venta-en-cali/192036525,1100000000000,9,4,320,cali,Amazonía
"Apartamento en Venta en La cabrera, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-la-cabrera-bogota/192457691,2250000000,3,4,150,bogotá,Orinoquía
"Lote en venta en Cerritos, Pereira",https://www.fincaraiz.com.co/lote-en-venta-en-cerritos-pereira/7918937,650000000,0,0,4775,pereira,Andina
"Apartamento en Venta en Camino Verde, Envigado",https://www.fincaraiz.com.co/apartamento-en-venta-en-camino-verde-envigado/192399898,375000000,3,2,59,envigado,desconocido
"Apartamento en Venta en Lisboa Usaquén, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-lisboa-usaquen-bogota/192575354,860000000,3,3,110,bogotá,Orinoquía
"Casa en Venta en Hacienda cuba, Pereira",https://www.fincaraiz.com.co/casa-en-venta-en-hacienda-cuba-pereira/192553689,255000000,4,2,69,pereira,Andina
"Apartamento en  Venta en Nicolas de federman, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-nicolas-de-federman-bogota/192093459,578000000,2,3,82,bogotá,Orinoquía
"Casa en Venta en Veraguas, Bogotá",https://www.fincaraiz.com.co/casa-en-venta-en-veraguas-bogota/192497628,798000000,7,6,389,bogotá,Orinoquía
"Apartamento en Venta en Cerritos, Pereira",https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/192569469,850000000,3,3,119.66,pereira,Andina
"Apartamento en Venta en Suba, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-suba-bogota/192315458,195000000,3,1,44,bogotá,Orinoquía
Casa en  Venta en Cali,https://www.fincaraiz.com.co/casa-en-venta-en-cali/191751199,1990000000,5,5,550,cali,Amazonía
"Apartaestudio en Venta en Chapinero Alto, Bogotá",https://www.fincaraiz.com.co/apartaestudio-en-venta-en-chapinero-alto-bogota/192355992,350000000,1,1,40,bogotá,Orinoquía
Apartamento en  Venta en Cali,https://www.fincaraiz.com.co/apartamento-en-venta-en-cali/192037258,2500000000,4,6,381,cali,Amazonía
"Casa en  Venta en Hacienda Fontanar, Chía",https://www.fincaraiz.com.co/casa-en-venta-en-hacienda-fontanar-chia/191307040,1950000000,3,4,257,chía,desconocido
"Oficina en Venta en Canelon, Cajicá",https://www.fincaraiz.com.co/oficina-en-venta-en-canelon-cajica/192567717,262000000,0,0,31,cajicá,desconocido
Apartamento en  Venta en Tocancipá,https://www.fincaraiz.com.co/apartamento-en-venta-en-tocancipa/191981139,142900000,2,2,54,tocancipá,desconocido
"Apartamento en Venta en Pance, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-pance-cali/192318829,1490000000,4,3,212,cali,Amazonía
"Bodega en Venta en Las ferias, Bogotá",https://www.fincaraiz.com.co/bodega-en-venta-en-las-ferias-bogota/192538107,950000000,0,2,200,bogotá,Orinoquía
"Finca en Venta en Chepero, Cumaral",https://www.fincaraiz.com.co/finca-en-venta-en-chepero-cumaral/192448820,13509000000,0,0,659000,cumaral,desconocido
"Apartamento en Venta en Bella suiza, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-bella-suiza-bogota/192569982,865000000,4,3,130,bogotá,Orinoquía
"Apartamento en Venta en Cedritos, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-cedritos-bogota/192527963,590000000,2,2,76,bogotá,Orinoquía
"Finca en venta en La bella, Pereira",https://www.fincaraiz.com.co/finca-en-venta-en-la-bella-pereira/10243063,1250000000,5,3,450,pereira,Andina
"Apartamento en Venta en Bochalema, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-bochalema-cali/192533664,220000000,3,2,60,cali,Amazonía
"Casa en  Venta en Brisas de los alamos, Cali",https://www.fincaraiz.com.co/casa-en-venta-en-brisas-de-los-alamos-cali/191715291,237000000,3,2,95,cali,Amazonía
"Casa en Venta en Villa maria, Bogotá",https://www.fincaraiz.com.co/casa-en-venta-en-villa-maria-bogota/192315353,245000000,3,2,72,bogotá,Orinoquía
Apartamento en Venta en Pereira,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/192573635,227000000,3,2,58,pereira,Andina
"Apartamento en venta en Pinares, Pereira",https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/10252684,1000000000,3,3,190,pereira,Andina
"Apartaestudio en Venta en Chapinero, Bogotá",https://www.fincaraiz.com.co/apartaestudio-en-venta-en-chapinero-bogota/192273488,190000000,1,1,17,bogotá,Orinoquía
"Apartamento en  Venta en Rio Alto, Barranquilla",https://www.fincaraiz.com.co/apartamento-en-venta-en-rio-alto-barranquilla/191691051,460000000,3,2,89,barranquilla,Caribe
Apartamento en Venta en Santa marta,https://www.fincaraiz.com.co/apartamento-en-venta-en-santa-marta/192283768,550000000,2,3,76,santa marta,Caribe
"Apartamento en Venta en Montearroyo, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-montearroyo-bogota/192527154,3200000000,5,5,580,bogotá,Orinoquía
"Apartamento en  Venta en El Poblado, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-el-poblado-medellin/191955799,1380000000,3,4,154,medellín,Andina
"Bodega en  Venta en La cabana fontibon, Bogotá",https://www.fincaraiz.com.co/bodega-en-venta-en-la-cabana-fontibon-bogota/191995434,4700000000,0,5,1500,bogotá,Orinoquía
"Edificio en Venta en Chapinero, Bogotá",https://www.fincaraiz.com.co/edificio-en-venta-en-chapinero-bogota/192540603,2900000000,3,3,770,bogotá,Orinoquía
"Apartamento en Venta en El contador, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-el-contador-bogota/192565062,520000000,2,2,74,bogotá,Orinoquía
"Edificio en Venta en Caney, Cali",https://www.fincaraiz.com.co/edificio-en-venta-en-caney-cali/192507062,1700000000,4,4,1100,cali,Amazonía
Apartamento en  Venta en Medellín,https://www.fincaraiz.com.co/apartamento-en-venta-en-medellin/191911677,390000000,3,2,72,medellín,Andina
"Apartamento en Venta en El Poblado, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-el-poblado-medellin/192522038,1000000000,3,3,150,medellín,Andina
"Casa en venta en Quiroga sur, Bogotá",https://www.fincaraiz.com.co/casa-en-venta-en-quiroga-sur-bogota/10179999,420000000,3,0,190,bogotá,Orinoquía
"Apartamento en Venta en Usaquen, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-usaquen-bogota/192355997,495000000,2,2,91,bogotá,Orinoquía
"Apartamento en  Venta en Zona chapinero, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-zona-chapinero-bogota/192113592,2450000000,4,4,288,bogotá,Orinoquía
"Bodega en Venta en Hayuelos, Bogotá",https://www.fincaraiz.com.co/bodega-en-venta-en-hayuelos-bogota/192465016,9850000000,0,5,3500,bogotá,Orinoquía
"Bodega en  Venta en La cabana fontibon, Bogotá",https://www.fincaraiz.com.co/bodega-en-venta-en-la-cabana-fontibon-bogota/191995618,37000000000,0,10,25000,bogotá,Orinoquía
"Casa Lote en Venta en La veracruz, Bogotá",https://www.fincaraiz.com.co/casa-lote-en-venta-en-la-veracruz-bogota/192356032,3800000000,1,1,1031,bogotá,Orinoquía
"Oficina en venta en Chico norte, Bogotá",https://www.fincaraiz.com.co/oficina-en-venta-en-chico-norte-bogota/10883023,1400000000,0,0,154,bogotá,Orinoquía
"Apartamento en Venta en Cedritos, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-cedritos-bogota/192356019,295000000,2,1,46,bogotá,Orinoquía
"Apartamento en Venta en Chicó Navarra, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-chico-navarra-bogota/192284244,1170000000,3,4,136,bogotá,Orinoquía
"Apartamento en Venta en Los alamos, Pereira",https://www.fincaraiz.com.co/apartamento-en-venta-en-los-alamos-pereira/192538221,290000000,1,1,39,pereira,Andina
"Apartamento en Venta en Pinar de Suba, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-pinar-de-suba-bogota/192311365,200000000,3,1,43.25,bogotá,Orinoquía
"Bodega en  Venta en Montevideo, Bogotá",https://www.fincaraiz.com.co/bodega-en-venta-en-montevideo-bogota/191995580,11300000000,0,4,2930,bogotá,Orinoquía
Apartamento en Venta en Barranquilla,https://www.fincaraiz.com.co/apartamento-en-venta-en-barranquilla/192486768,355000000,3,2,67,barranquilla,Caribe
"Casa en Venta en Villa del prado, Bogotá",https://www.fincaraiz.com.co/casa-en-venta-en-villa-del-prado-bogota/192473488,850000000,5,4,210,bogotá,Orinoquía
"Apartamento en Venta en Chapinero Alto, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-chapinero-alto-bogota/192356047,350000000,1,1,45,bogotá,Orinoquía
"Apartamento en  Venta en Bosque de pinos, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-bosque-de-pinos-bogota/191751120,1090000000,3,4,212,bogotá,Orinoquía
"Casa en  Venta en La macarena, Bogotá",https://www.fincaraiz.com.co/casa-en-venta-en-la-macarena-bogota/191829823,380000000,2,1,63,bogotá,Orinoquía
"Apartamento en venta en Altos de Bella Suiza, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-altos-de-bella-suiza-bogota/11026851,795717628,2,2,81.21,bogotá,Orinoquía
"Apartamento en Venta en Cantalejo, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-cantalejo-bogota/192287882,480000000,3,3,93,bogotá,Orinoquía
"Apartamento en Venta en Los rosales, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-los-rosales-bogota/192472650,860000000,2,2,115,bogotá,Orinoquía
"Apartamento en Venta en La flora, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-la-flora-cali/192437698,690000000,4,3,155,cali,Amazonía
"Apartamento en  Venta en Icata, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-icata-bogota/191992299,580000000,4,3,98,bogotá,Orinoquía
"Casa en  Venta en Cerritos, Pereira",https://www.fincaraiz.com.co/casa-en-venta-en-cerritos-pereira/192157174,400000000,4,2,116,pereira,Andina
"Apartamento en venta en Salitre Greco, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-salitre-greco-bogota/10177825,750000000,3,2,150,bogotá,Orinoquía
"Apartamento en Venta en San antonio noroccidental, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-san-antonio-noroccidental-bogota/192294964,300000000,3,2,56.9,bogotá,Orinoquía
"Lote en Venta en Pantanillo, El Retiro",https://www.fincaraiz.com.co/lote-en-venta-en-pantanillo-el-retiro/192328120,690000000,0,0,2168,el retiro,desconocido
"Apartamento en venta en San luis, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-san-luis-bogota/10558742,215000000,1,1,28,bogotá,Orinoquía
Casa en  Venta en Cota,https://www.fincaraiz.com.co/casa-en-venta-en-cota/192248951,1249000000,4,3,176,cota,desconocido
"Apartamento en Venta en Sotomayor, Bucaramanga",https://www.fincaraiz.com.co/apartamento-en-venta-en-sotomayor-bucaramanga/192363696,580000000,3,2,90,bucaramanga,Andina
"Apartamento en Venta en Verbenal san antonio, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-verbenal-san-antonio-bogota/192285670,255700000,3,2,52,bogotá,Orinoquía
